DATE,OPEN,MAX,MIN,CLOSE,CLASS,2,42,45,48,68,75,88,139,171,172,179,187,218,221,223,231,237,date.year,date.month,date.day-of-month,date.day-of-week
11/25/09,111.17,111.5,110.82,111.38,1,3.93,0.05,1.4989,1.9766,0.87,27.5,1.1,0.94,-0.38,B,0.82,43.2,78.9659,14.02,1.112,48897896251,2.4788,9,11,25,3
11/27/09,108.4,110.32,108.29,109.57,1,3.95,0.06,1.658,1.9852,0.95,28.35,1.06,0.96,-0.39,B,0.9,42.94,74.9623,13.04,-2.6746,48288641137,-2.6644,9,11,27,5
11/30/09,109.48,110.2,108.12,109.94,1,3.97,0.07,1.7002,1.9943,0.93,28.5,1.23,0.95,-0.4,B,0.9,42.89,73.6678,12.31,-1.7127,48499499982,-1.6151,9,11,30,1
12/1/09,110.92,111.66,110.73,111.3,1,3.98,0.07,1.7022,2.0002,0.88,27.95,1.08,0.94,-0.41,B,0.86,42.63,79.251,12.41,1.2671,49234277170,1.7537,9,12,1,2
12/2/09,111.28,112.01,110.92,111.25,1,4.0,0.08,1.6409,2.0029,0.85,28.0,1.26,0.94,-0.41,B,0.88,42.02,84.4383,12.87,2.3867,49429819032,2.3272,9,12,2,3
12/3/09,111.55,112.18,110.29,110.38,0,4.02,0.08,1.6659,2.0029,0.88,27.95,1.08,0.95,-0.42,B,0.91,42.0,84.9066,12.81,0.4394,48953732362,-0.2425,9,12,3,4
12/4/09,111.84,112.38,110.04,111.01,1,4.03,0.09,1.7333,1.9993,0.86,27.9,1.08,0.94,-0.43,B,0.85,41.79,88.68,13.27,2.2476,49647214789,1.8649,9,12,4,5
12/7/09,110.91,111.53,110.49,110.84,1,4.05,0.1,1.6639,1.9946,0.87,27.9,0.9,0.93,-0.44,B,0.84,41.72,91.51,13.81,2.1536,49530322198,0.9034,9,12,7,1
12/8/09,110.04,110.77,109.27,109.61,1,4.06,0.1,1.6545,1.9873,0.91,28.5,0.71,0.93,-0.45,B,0.82,41.58,87.4592,13.65,-0.1944,48748292318,-2.6855,9,12,8,2
12/9/09,109.58,110.18,109.02,110.02,1,4.07,0.11,1.6051,1.9782,0.88,28.45,0.71,0.93,-0.46,B,0.83,41.48,86.105,13.64,0.1195,48783446216,-2.2642,9,12,9,3
12/10/09,110.7,111.12,110.45,110.64,1,4.08,0.11,1.5546,1.9657,0.88,28.35,0.88,0.92,-0.46,B,0.85,41.23,88.4623,13.91,0.8863,49054947250,-0.7769,9,12,10,4
12/11/09,111.11,111.36,110.61,111.11,0,4.09,0.12,1.4741,1.9498,0.86,28.25,1.25,0.92,-0.47,B,0.66,41.21,91.3467,14.58,2.1043,49408636690,0.9413,9,12,11,5
12/14/09,111.87,112.0,111.13,111.87,1,4.1,0.12,1.4157,1.9304,0.86,28.15,0.89,0.91,-0.48,B,0.69,41.19,93.51,15.76,3.8931,49841052980,2.6936,9,12,14,1
12/15/09,111.46,111.92,111.0,111.35,0,4.11,0.13,1.3661,1.9063,0.87,27.85,0.9,0.91,-0.49,B,0.61,41.06,92.6964,16.43,2.0751,49458371715,0.5471,9,12,15,2
12/16/09,111.8,112.13,111.27,111.52,1,4.12,0.13,1.3155,1.8801,0.85,27.7,0.18,0.96,-0.5,B,0.62,41.03,94.5223,17.39,2.9423,49552997110,0.7371,9,12,16,3
12/17/09,110.72,110.93,110.08,110.18,1,4.12,0.14,1.328,1.8507,0.91,27.9,0.18,0.96,-0.5,B,0.68,40.8,90.8938,17.41,0.0946,48241148132,-3.3268,9,12,17,4
12/18/09,110.2,110.3,109.28,110.21,1,4.13,0.14,1.2972,1.8198,0.88,27.55,0.36,0.96,-0.51,B,0.65,40.65,90.2278,17.66,0.6927,49275042157,-1.0386,9,12,18,5
12/21/09,110.76,111.7,110.76,111.33,1,4.13,0.15,1.3165,1.7862,0.87,26.75,0.19,0.96,-0.52,B,0.73,40.65,92.6708,18.43,2.4446,49902193041,2.0897,9,12,21,1
12/22/09,111.57,111.97,111.43,111.73,0,4.14,0.15,1.2488,1.7511,0.86,26.25,0.38,0.96,-0.52,B,0.62,40.65,94.5031,19.43,3.0279,50073372517,2.5532,9,12,22,2
12/23/09,112.0,112.11,111.5,111.95,0,4.14,0.16,1.1849,1.7159,0.87,26.1,0.0,0.95,-0.53,B,0.62,40.55,95.8774,20.8,4.3553,50255739717,3.2011,9,12,23,3
12/24/09,112.19,112.6,112.0,112.48,0,4.14,0.17,1.1314,1.6816,0.87,25.95,0.19,0.95,-0.53,B,0.61,40.54,96.908,22.51,5.7267,50460058064,5.7777,9,12,24,4
12/28/09,112.9,112.99,112.32,112.72,0,4.15,0.17,1.0853,1.6493,0.89,25.8,0.39,0.96,-0.54,B,0.61,40.54,97.681,24.11,4.6411,50542470055,5.3378,9,12,28,1
12/29/09,113.01,113.03,112.55,112.56,0,4.15,0.18,1.0248,1.6197,0.88,25.7,0.0,0.96,-0.55,B,0.58,40.54,98.1136,25.55,3.4973,50393673550,3.1865,9,12,29,2
12/30/09,112.23,112.65,112.17,112.52,0,4.16,0.18,0.9703,1.5932,0.88,25.9,0.0,0.97,-0.55,B,0.56,40.54,97.6129,26.66,2.1802,50235666534,1.27,9,12,30,3
12/31/09,112.77,112.8,111.39,111.44,0,4.16,0.19,1.0143,1.5707,0.91,26.3,0.19,0.98,-0.56,B,0.65,40.54,94.1544,26.86,-0.1478,49813414386,-2.2544,9,12,31,4
1/4/10,112.37,113.39,111.51,113.33,0,4.16,0.19,1.1078,1.5542,0.88,25.75,0.0,0.97,-0.56,B,0.69,40.54,95.6158,27.76,2.4161,50552180198,1.4885,10,1,4,1
1/5/10,113.26,113.68,112.85,113.63,1,4.16,0.2,1.0801,1.5428,0.86,25.5,0.2,0.96,-0.57,B,0.69,40.54,96.7118,28.81,2.6684,51014697198,2.9806,10,1,5,2
1/6/10,113.52,113.99,113.43,113.71,1,4.17,0.2,1.028,1.5338,0.88,25.05,0.4,0.94,-0.58,B,0.64,40.54,97.5339,29.98,2.8047,51375307198,3.9211,10,1,6,3
1/7/10,113.5,114.33,113.18,114.19,1,4.17,0.21,1.0402,1.5286,0.88,24.85,0.4,0.93,-0.58,B,0.65,40.54,98.1504,31.28,3.0508,51811981512,4.9157,10,1,7,4
1/8/10,113.89,114.62,113.66,114.57,0,4.18,0.21,1.0322,1.5259,0.86,24.6,1.02,0.92,-0.59,B,0.67,40.54,98.6128,32.7,3.2131,51849439512,4.1009,10,1,8,5
1/11/10,115.08,115.13,114.24,114.73,1,4.18,0.22,1.018,1.5258,0.83,24.4,0.62,0.91,-0.59,B,0.67,40.54,98.9596,34.17,3.0985,52042201512,4.1918,10,1,11,1
1/12/10,113.97,114.21,113.22,113.66,1,4.19,0.22,1.0672,1.5279,0.84,24.45,0.82,0.93,-0.6,B,0.76,40.48,95.7329,34.35,0.0513,51353062369,0.1113,10,1,12,2
1/13/10,113.95,114.94,113.37,114.62,1,4.19,0.23,1.1175,1.5327,0.84,24.4,1.04,0.92,-0.6,B,0.8,40.48,96.7997,35.01,1.7702,51802728644,2.08,10,1,13,3
1/14/10,114.49,115.14,114.42,114.93,1,4.2,0.23,1.0777,1.5393,0.85,24.0,1.27,0.92,-0.61,B,0.81,40.41,97.5998,35.76,1.6796,51898876456,1.9768,10,1,14,4
1/15/10,114.73,114.84,113.2,113.64,1,4.2,0.24,1.143,1.5474,0.83,24.35,1.04,0.93,-0.61,B,0.83,40.25,95.1201,35.47,-0.9561,50991493361,-1.885,10,1,15,5
1/19/10,113.62,115.13,113.59,115.06,1,4.21,0.24,1.1827,1.5563,0.84,23.8,1.06,0.91,-0.62,B,0.74,40.25,96.3401,35.82,1.319,51699520072,1.4714,10,1,19,2
1/20/10,114.28,114.45,112.98,113.89,1,4.21,0.25,1.2724,1.5627,0.87,23.85,0.42,0.96,-0.62,B,0.83,40.07,93.4539,35.09,-1.6882,51118971302,-1.8387,10,1,20,3
1/21/10,113.92,114.27,111.56,111.7,1,4.22,0.25,1.4162,1.5682,0.96,24.55,-0.2,0.98,-0.63,B,1.02,39.96,85.2613,33.33,-4.7651,50018534478,-5.571,10,1,21,4
1/22/10,111.2,111.74,109.09,109.21,1,4.22,0.26,1.5395,1.5748,1.04,25.5,-0.2,0.99,-0.63,I,1.16,39.56,71.5595,31.2,-7.641,48886330258,-8.8616,10,1,22,5
1/25/10,110.21,110.41,109.41,109.77,1,4.21,0.26,1.5056,1.5809,1.01,25.15,0.2,0.99,-0.63,B,1.18,39.33,59.4625,28.98,-6.2429,49078337308,-6.9328,10,1,25,1
1/26/10,109.34,110.47,109.04,109.31,1,4.2,0.26,1.498,1.5886,0.98,25.25,-0.39,1.0,-0.63,B,1.19,39.24,46.1614,27.35,-7.1045,48653287305,-8.0521,10,1,26,2
1/27/10,109.17,110.08,108.33,109.83,1,4.19,0.27,1.5232,1.5975,0.96,25.1,0.0,0.98,-0.63,B,1.22,39.24,36.0608,25.84,-6.494,48830727569,-6.3946,10,1,27,3
1/28/10,110.19,110.25,107.91,108.57,1,4.18,0.27,1.6049,1.6089,0.96,25.15,0.0,0.99,-0.63,B,1.16,39.24,27.0456,25.11,-8.1306,48389681873,-7.6086,10,1,28,4
1/29/10,109.04,109.8,107.22,107.39,1,4.16,0.27,1.7024,1.6229,0.97,25.45,-0.2,1.0,-0.63,B,1.13,39.24,20.2842,24.91,-9.0208,47843297819,-8.3957,10,1,29,5
2/1/10,108.15,109.07,107.5,109.06,1,4.13,0.28,1.7002,1.6382,0.96,25.05,-0.2,0.97,-0.63,B,1.3,39.24,20.6903,23.68,-5.141,48651059798,-3.3692,10,2,1,1
2/2/10,109.26,110.59,108.88,110.38,1,4.11,0.28,1.7012,1.655,0.94,24.9,0.41,0.94,-0.64,B,1.29,39.17,25.954,22.24,-2.0652,49425573798,0.3684,10,2,2,2
2/3/10,109.88,110.48,109.51,109.83,1,4.08,0.28,1.628,1.6736,0.94,24.95,0.2,0.94,-0.64,B,1.28,39.17,27.7661,20.74,-3.0861,48912505958,-2.1712,10,2,3,3
2/4/10,108.98,109.03,106.42,106.44,1,4.05,0.29,1.8062,1.6953,1.0,25.9,-0.38,0.99,-0.64,I,1.42,39.17,21.2728,20.44,-6.8933,47514859545,-6.6284,10,2,4,4
2/5/10,106.56,106.88,104.58,106.66,1,4.02,0.29,1.8556,1.7169,1.0,26.2,-0.19,0.99,-0.64,I,1.3,39.17,15.9546,20.32,-6.7315,47634739768,-5.3087,10,2,5,5
2/8/10,106.74,107.33,105.81,105.89,1,3.98,0.29,1.8221,1.737,1.0,26.35,0.38,0.99,-0.64,I,1.28,39.17,11.966,20.54,-7.281,47030952434,-7.3268,10,2,8,1
2/9/10,107.13,108.15,106.27,107.22,1,3.94,0.29,1.8658,1.7534,1.0,26.15,0.38,0.98,-0.64,B,1.37,39.17,13.5495,19.81,-3.6282,47870275424,-2.8368,10,2,9,2
2/10/10,107.05,107.6,106.11,107.01,1,3.9,0.29,1.8283,1.7643,0.98,26.2,-0.19,0.98,-0.64,I,1.35,38.92,14.7344,19.14,-3.184,47766587124,-2.9105,10,2,10,3
2/11/10,106.87,108.25,106.25,108.13,1,3.86,0.3,1.8454,1.7693,0.98,25.95,0.19,0.96,-0.64,B,1.36,38.67,20.008,17.86,-0.2033,48386689124,0.462,10,2,11,4
2/12/10,106.99,108.1,106.51,108.04,1,3.81,0.3,1.8229,1.7688,0.93,26.05,-0.19,0.96,-0.64,B,1.32,38.67,24.5096,16.76,0.0848,48278162124,0.0811,10,2,12,5
2/16/10,108.86,109.85,107.82,109.74,1,3.77,0.3,1.8436,1.7623,0.94,25.45,0.2,0.93,-0.64,B,1.31,38.67,33.2906,16.64,3.1931,49149934545,4.1942,10,2,16,2
2/17/10,110.27,110.41,109.74,110.26,1,3.72,0.3,1.7262,1.752,0.93,25.05,1.0,0.99,-0.64,B,1.26,38.63,42.7409,16.95,4.338,49498307477,5.338,10,2,17,3
2/18/10,110.08,111.14,110.04,110.91,1,3.68,0.31,1.6636,1.74,0.91,24.9,0.81,0.97,-0.65,B,1.27,38.46,56.8028,17.65,5.4337,49972133697,7.0486,10,2,18,4
2/19/10,110.62,111.57,110.36,111.14,1,3.63,0.31,1.6183,1.7291,0.9,24.55,0.62,0.97,-0.65,B,0.66,38.26,67.6021,18.49,5.409,50154451072,6.8229,10,2,19,5
2/22/10,111.55,111.58,110.83,111.16,1,3.59,0.32,1.5314,1.7185,0.92,24.25,1.04,0.96,-0.65,B,0.68,37.9,75.6627,19.27,4.4486,50151032842,5.7644,10,2,22,1
2/23/10,110.86,111.2,109.52,109.81,1,3.55,0.32,1.5463,1.7099,0.94,24.35,0.62,0.98,-0.65,B,0.77,37.81,78.1469,19.22,1.747,49353307498,1.1556,10,2,23,2
2/24/10,110.14,111.0,109.86,110.82,1,3.51,0.32,1.5107,1.7024,0.92,24.25,0.83,0.98,-0.66,B,0.74,37.52,83.6102,19.72,3.4943,49875404454,3.4749,10,2,24,3
2/25/10,109.24,110.75,108.94,110.67,1,3.47,0.33,1.5476,1.6979,0.91,24.2,0.83,0.98,-0.66,B,0.76,37.04,87.6812,20.18,2.7693,49836007519,2.6962,10,2,25,4
2/26/10,110.77,111.12,110.11,110.74,1,3.43,0.33,1.4938,1.6956,0.9,24.2,1.04,0.97,-0.66,B,0.72,37.03,90.7609,20.84,3.0687,50072939565,3.1389,10,2,26,5
3/1/10,111.2,112.0,111.17,111.89,1,3.39,0.33,1.4705,1.6978,0.9,24.1,0.84,0.96,-0.67,B,0.75,36.9,93.0707,22.08,5.1589,50676108299,5.6708,10,3,1,1
3/2/10,112.37,112.74,112.0,112.2,1,3.36,0.34,1.4084,1.7032,0.9,24.05,0.63,0.95,-0.67,B,0.63,36.2,94.803,23.61,6.06,50981244464,6.1121,10,3,2,2
3/3/10,112.49,112.97,112.02,112.3,1,3.32,0.34,1.3626,1.7121,0.9,23.8,1.07,0.95,-0.68,B,0.63,36.04,96.1023,25.11,5.3,51077625287,5.5492,10,3,3,3
3/4/10,112.45,112.8,112.03,112.64,1,3.29,0.35,1.3033,1.7227,0.89,23.8,0.42,0.95,-0.68,B,0.61,35.98,97.0767,26.67,5.0579,51312793451,5.7493,10,3,4,4
3/5/10,113.37,114.34,113.1,114.25,1,3.26,0.35,1.343,1.7333,0.86,23.5,0.87,0.92,-0.68,B,0.73,35.66,97.8075,28.68,7.3005,52208927351,8.9237,10,3,5,5
3/8/10,114.26,114.52,114.07,114.27,1,3.23,0.36,1.2537,1.7428,0.88,23.45,1.31,0.91,-0.69,B,0.73,35.6,98.3556,30.65,6.6263,52320949531,7.9552,10,3,8,1
3/9/10,113.93,114.99,113.87,114.46,1,3.21,0.37,1.2403,1.7527,0.89,23.4,0.87,0.91,-0.69,B,0.51,35.12,98.7667,32.59,5.916,52602467196,7.7273,10,3,9,2
3/10/10,114.51,115.28,114.41,114.97,1,3.18,0.37,1.2033,1.7613,0.91,23.65,0.64,0.9,-0.69,B,0.49,34.97,99.075,34.63,6.2647,53184319466,8.7792,10,3,10,3
3/11/10,114.7,115.48,114.35,115.45,1,3.16,0.38,1.196,1.768,0.87,23.85,1.07,0.91,-0.7,B,0.45,34.63,99.3063,36.65,5.8134,53606888043,9.2413,10,3,11,4
3/12/10,115.95,115.97,115.14,115.46,1,3.15,0.38,1.1594,1.7744,0.87,23.65,1.29,0.91,-0.7,B,0.46,34.54,99.4797,38.59,4.9469,53466429746,6.7708,10,3,12,5
3/15/10,115.26,115.57,114.6,115.49,1,3.13,0.38,1.1404,1.7808,0.87,23.8,1.28,0.9,-0.7,B,0.42,34.34,98.7557,39.91,2.9354,53293525746,4.3609,10,3,15,1
3/16/10,115.81,116.52,115.49,116.41,1,3.12,0.39,1.1294,1.7871,0.88,23.55,1.3,0.89,-0.7,B,0.45,34.27,99.0668,41.48,4.1963,53958933523,6.4794,10,3,16,2
3/17/10,116.76,117.48,116.42,117.1,1,3.11,0.39,1.1234,1.7951,0.86,23.5,1.52,0.93,-0.71,B,0.44,33.99,99.3001,43.21,5.0079,54287032471,6.5985,10,3,17,3
3/18/10,117.11,117.27,116.57,117.04,1,3.1,0.39,1.0811,1.804,0.85,23.35,1.09,0.92,-0.71,B,0.47,33.7,98.5065,44.34,2.911,54021419471,3.6236,10,3,18,4
3/19/10,115.97,117.29,115.52,115.97,1,3.1,0.4,1.15,1.8135,0.85,23.6,0.86,0.92,-0.71,B,0.48,33.12,95.441,44.26,-0.1127,53026373655,-0.0179,10,3,19,5
3/22/10,115.31,116.8,115.24,116.59,1,3.09,0.4,1.191,1.824,0.84,23.5,0.86,0.92,-0.72,B,0.5,33.01,95.0417,44.49,0.8423,53456300655,1.6369,10,3,22,1
3/23/10,116.76,117.51,116.38,117.41,1,3.09,0.4,1.1849,1.8347,0.83,23.4,0.87,0.91,-0.72,B,0.52,32.71,96.2812,45.1,2.2927,53995935655,3.5297,10,3,23,2
3/24/10,116.97,117.43,115.58,116.84,1,3.09,0.41,1.2514,1.8418,0.87,23.65,0.65,0.92,-0.72,B,0.58,32.26,95.1997,44.87,-0.1847,53835552823,1.6097,10,3,24,3
3/25/10,117.63,118.17,116.51,116.65,1,3.1,0.41,1.2923,1.8473,0.89,23.7,0.85,0.93,-0.73,B,0.59,31.54,93.2376,44.21,-1.6479,53672067744,0.0348,10,3,25,4
3/26/10,116.87,117.42,116.12,116.58,1,3.1,0.41,1.293,1.8518,0.89,23.7,0.64,0.92,-0.73,B,0.63,31.33,91.7311,43.62,-1.9246,53864922839,0.3324,10,3,26,5
3/29/10,117.17,117.53,116.69,117.32,1,3.1,0.41,1.2587,1.8556,0.89,23.55,1.08,0.9,-0.73,B,0.66,30.84,93.0048,43.51,-0.4156,54180323649,1.3173,10,3,29,1
3/30/10,117.46,117.83,116.91,117.4,1,3.11,0.42,1.2249,1.8587,0.88,23.55,1.08,0.89,-0.73,B,0.61,30.7,94.0431,43.42,-0.8451,54030252468,-0.3429,10,3,30,2
3/31/10,116.95,117.52,116.61,117.0,1,3.11,0.42,1.1934,1.8593,0.88,23.6,1.3,0.89,-0.74,B,0.59,30.64,92.9613,42.8,-2.2696,53651926756,-2.5313,10,3,31,3
4/1/10,117.8,118.25,117.1,117.8,1,3.12,0.42,1.199,1.8569,0.88,23.65,1.3,0.89,-0.74,B,0.65,30.23,94.721,42.8,-0.175,54314552749,0.7775,10,4,1,4
4/5/10,118.25,118.84,117.92,118.76,1,3.13,0.43,1.1831,1.854,0.88,23.25,1.11,0.88,-0.74,B,0.56,29.75,96.0407,43.29,1.6799,54901171688,3.2681,10,4,5,1
4/6/10,118.42,119.25,118.29,119.04,0,3.14,0.43,1.1608,1.8509,0.86,23.0,1.8,0.86,-0.75,B,0.56,29.6,97.0305,43.88,1.5249,55145281726,3.4443,10,4,6,2
4/7/10,118.8,119.36,117.81,118.36,1,3.15,0.43,1.1997,1.8456,0.87,23.2,1.79,0.87,-0.75,B,0.59,29.54,94.8078,43.65,-0.6562,54865655640,1.0712,10,4,7,3
4/8/10,117.95,118.97,117.6,118.77,0,3.16,0.43,1.2168,1.837,0.86,23.2,2.02,0.86,-0.75,B,0.54,29.46,93.1413,43.49,-0.9567,55130813750,1.509,10,4,8,4
4/9/10,119.02,119.6,118.8,119.55,0,3.18,0.44,1.1781,1.8307,0.87,23.2,2.03,0.85,-0.75,B,0.56,28.96,94.856,43.72,0.2961,55541392750,2.7255,10,4,9,5
4/12/10,119.7,120.05,119.56,119.74,0,3.19,0.44,1.1103,1.8245,0.82,23.1,1.8,0.85,-0.76,B,0.55,28.8,96.142,44.08,0.3323,55812614470,3.0313,10,4,12,1
4/13/10,119.62,120.04,119.0,119.83,0,3.21,0.44,1.1032,1.8184,0.85,23.25,1.8,0.85,-0.76,B,0.53,28.77,97.1065,44.45,-0.1703,55613867498,0.9434,10,4,13,2
4/14/10,120.27,121.19,120.08,121.19,0,3.23,0.44,1.1289,1.813,0.83,23.1,1.81,0.84,-0.76,B,0.63,28.61,97.8299,45.31,1.8705,56358012474,3.3327,10,4,14,3
4/15/10,120.99,121.57,120.95,121.29,0,3.25,0.45,1.078,1.809,0.84,23.15,2.27,0.83,-0.76,B,0.57,28.25,98.0139,46.0,0.8327,56174253474,1.3573,10,4,15,4
4/16/10,120.86,121.29,118.75,119.36,0,3.27,0.45,1.2242,1.806,0.91,23.6,2.0,0.85,-0.76,I,0.92,28.22,91.7477,44.87,-2.8988,54683221203,-3.8116,10,4,16,5
4/19/10,119.01,119.93,118.47,119.81,0,3.29,0.45,1.2478,1.8031,0.88,23.5,2.23,0.83,-0.76,B,0.88,28.01,85.7302,43.5,-3.6854,54839402203,-3.3586,10,4,19,1
4/20/10,120.56,120.98,119.87,120.88,0,3.31,0.45,1.24,1.7991,0.83,23.4,3.42,0.79,-0.77,B,0.94,27.9,87.4515,43.05,-0.6947,55565867203,-0.3737,10,4,20,2
4/21/10,120.95,121.23,119.99,120.66,0,3.33,0.45,1.24,1.7954,0.85,23.95,3.27,0.87,-0.77,B,0.9,27.49,90.3312,42.78,-0.4968,55406990417,-1.6715,10,4,21,3
4/22/10,119.81,121.17,119.12,121.02,0,3.35,0.46,1.321,1.7933,0.84,24.2,3.46,0.86,-0.77,B,0.9,27.36,92.7484,42.87,0.5188,55644836787,-1.1984,10,4,22,4
4/23/10,120.94,121.86,120.63,121.81,0,3.38,0.46,1.3119,1.7941,0.86,24.15,3.47,0.86,-0.77,B,0.92,27.33,94.5613,43.36,1.8923,56039315787,-0.076,10,4,23,5
4/26/10,121.85,122.12,121.23,121.35,0,3.4,0.46,1.2697,1.7949,0.88,24.15,2.8,0.87,-0.77,B,0.94,27.26,95.3641,43.64,0.7361,55760699787,-1.8837,10,4,26,1
4/27/10,120.65,121.34,118.25,118.48,0,3.43,0.46,1.4528,1.7971,1.0,25.2,2.87,0.89,-0.77,I,1.32,27.2,89.4693,42.22,-3.2494,54265280787,-6.7275,10,4,27,2
4/28/10,119.05,119.68,118.27,119.38,0,3.45,0.46,1.4485,1.8018,0.94,25.15,2.89,0.88,-0.77,I,1.26,27.11,86.7917,41.13,-2.4498,54679698408,-4.72,10,4,28,3
4/29/10,120.1,121.11,120.07,120.86,0,3.47,0.46,1.4766,1.807,0.88,24.95,3.35,0.87,-0.77,B,1.36,27.09,89.5654,40.73,-0.2006,55512232408,-1.7089,10,4,29,4
4/30/10,120.88,121.01,118.78,118.81,0,3.49,0.47,1.552,1.8119,0.93,25.7,2.62,0.89,-0.77,I,1.35,26.95,85.7626,39.29,-3.1273,54358069408,-5.7086,10,4,30,5
5/3/10,119.38,120.68,119.2,120.35,0,3.51,0.47,1.5838,1.8168,0.89,25.5,2.64,0.89,-0.77,B,1.42,26.8,89.0469,38.59,-0.6275,55011284350,-2.6982,10,5,3,1
5/4/10,119.01,119.03,116.92,117.52,0,3.52,0.47,1.7684,1.8234,0.95,26.65,1.72,0.92,-0.77,I,1.57,26.72,81.5299,36.64,-4.5474,53677087752,-7.2407,10,5,4,2
5/5/10,116.56,117.8,115.97,116.82,0,3.54,0.47,1.7746,1.8307,0.94,27.6,2.05,0.92,-0.76,I,1.57,26.64,67.5265,34.11,-7.3132,52848824752,-9.47,10,5,5,3
5/6/10,116.26,117.0,105.0,112.94,1,3.54,0.47,2.7971,1.8393,1.24,29.65,2.22,0.98,-0.76,I,1.75,26.64,50.6449,32.86,-11.1336,50490295982,-13.1508,10,5,6,4
5/7/10,112.64,113.77,109.41,111.26,0,3.54,0.47,2.9534,1.8494,1.12,31.0,1.14,1.0,-0.74,I,1.68,26.64,37.9837,32.14,-12.0405,48804673756,-15.1431,10,5,7,5
5/10/10,115.81,116.65,114.91,116.16,0,3.54,0.47,3.1971,1.8585,1.0,28.55,1.79,0.95,-0.73,I,2.17,26.58,36.9563,30.22,-6.244,50540594656,-8.6172,10,5,10,1
5/11/10,115.07,117.36,114.91,115.83,0,3.54,0.47,3.1223,1.8674,0.98,28.6,2.34,0.95,-0.72,I,2.08,26.53,37.1627,28.3,-5.1548,50282193421,-8.5504,10,5,11,2
5/12/10,116.29,117.62,116.09,117.45,0,3.53,0.47,2.9891,1.8758,0.96,27.7,3.0,0.93,-0.72,I,2.1,26.49,44.0039,26.87,-1.227,51207769868,-3.9391,10,5,12,3
5/13/10,117.13,117.68,115.89,115.99,0,3.52,0.47,2.8692,1.8846,0.97,27.75,2.99,0.95,-0.71,I,2.06,26.43,46.4025,25.18,-2.7633,50514785218,-6.4761,10,5,13,4
5/14/10,115.12,115.33,112.87,113.89,0,3.51,0.47,2.8943,1.8946,1.01,29.2,2.64,0.98,-0.7,I,2.04,26.13,41.1225,24.02,-6.3246,49127074429,-10.2906,10,5,14,5
5/17/10,114.2,114.52,111.77,113.95,0,3.49,0.47,2.8799,1.9065,1.01,29.7,2.42,0.98,-0.69,I,1.98,26.12,35.3653,23.14,-6.5897,48912124681,-9.695,10,5,17,1
5/18/10,114.88,115.22,112.03,112.4,0,3.47,0.46,2.9109,1.919,1.02,30.55,1.48,1.01,-0.68,I,1.9,26.12,26.524,22.88,-8.5209,47720315648,-12.2979,10,5,18,2
5/19/10,111.77,112.77,110.36,111.76,1,3.45,0.46,2.8608,1.9305,1.03,31.15,-0.94,1.03,-0.67,I,1.89,26.13,19.893,23.14,-10.2385,47234396213,-12.0455,10,5,19,3
5/20/10,109.38,109.89,107.47,107.54,1,3.42,0.46,3.0037,1.9408,1.12,30.3,-1.6,1.08,-0.65,I,1.86,26.13,14.9198,24.08,-13.2985,45166187049,-15.1439,10,5,20,4
5/21/10,105.91,109.38,105.36,109.11,1,3.38,0.46,3.1053,1.9482,1.07,30.4,-1.75,1.08,-0.63,I,1.88,26.13,14.2813,24.22,-8.885,47011789824,-8.8441,10,5,21,5
5/24/10,108.52,109.39,107.61,107.71,1,3.34,0.46,2.9728,1.9552,1.04,33.35,-1.03,1.05,-0.62,I,1.34,26.13,12.4049,24.53,-8.7605,46340400669,-9.9765,10,5,24,1
5/25/10,105.11,107.87,104.38,107.82,1,3.29,0.46,3.0245,1.9633,0.99,33.0,-0.15,1.03,-0.6,I,1.35,26.13,9.3503,25.05,-8.8025,46474648444,-7.9847,10,5,25,2
5/26/10,108.48,109.47,106.85,107.17,1,3.23,0.45,2.9841,1.9738,1.03,32.8,-0.15,1.02,-0.59,I,1.2,26.13,8.4496,25.17,-6.3113,46635475214,-6.1842,10,5,26,3
5/27/10,109.19,110.8,108.78,110.76,1,3.18,0.45,3.0487,1.9828,0.97,31.35,0.16,0.99,-0.58,I,1.59,26.08,12.9166,24.11,-1.0823,47979185066,-0.3037,10,5,27,4
5/28/10,110.64,110.72,108.85,109.37,1,3.12,0.45,2.9348,1.9889,1.0,31.5,0.0,0.99,-0.57,I,1.55,26.13,14.1118,23.48,-2.5718,47033203570,-3.2417,10,5,28,5
6/1/10,108.35,109.95,107.37,107.53,1,3.06,0.45,2.8993,1.994,1.04,32.0,-1.08,1.02,-0.56,I,1.56,26.13,11.5648,23.42,-4.8855,45825305713,-6.7103,10,6,1,2
6/2/10,108.08,110.34,107.51,110.33,0,2.99,0.44,2.8924,1.9958,0.99,31.45,0.0,0.99,-0.55,I,1.7,26.13,14.9435,22.45,-0.5737,47042548713,-0.9228,10,6,2,3
6/3/10,110.65,111.06,109.58,110.71,1,2.93,0.44,2.7511,1.9957,0.97,31.15,-0.32,0.99,-0.54,I,1.7,26.08,19.8637,21.25,0.924,47359209713,0.8221,10,6,3,4
6/4/10,108.61,109.33,106.46,106.82,1,2.86,0.44,2.901,1.9936,1.03,32.4,-0.91,1.01,-0.53,I,1.59,26.08,17.3871,20.92,-2.9857,45751748713,-3.8979,10,6,4,5
